brsr_uri,gri_uri,brsr_label,gri_label,relationship,confidence_score,similarity_score,evidence_summary,llm_verification,llm_explanation,ontology_path,brsr_id,gri_id,lexical_score,structural_score,property_score,reasoning_score,overall_confidence,skos_relation,reasoning,verification
http://example.org/ontology/rso#Disclosure_Q4_-6382315562112869290,http://example.org/ontology/rso#Disclosure_Disclosure_Requirement_E4_3_Actions_and_resources_related_to_biodiversity_and_ecosystems,"4. Please provide details of total Scope 3 emissions & its intensity, in the following format:",Disclosure Requirement E4-3 – Actions and resources related to biodiversity and ecosystems,Partial Equivalent,54.166434481073466,0.5416643448107347,"{'label_similarity': 0.17347826086956522, 'definition_similarity': 0.0, 'embedding_similarity': 0.7464832067489624, 'unit_compatibility': 0.5, 'datatype_compatibility': 0.5, 'hierarchy_similarity': 0.17, 'relationship_similarity': 0.5, 'topic_similarity': 0.17, 'context_similarity': 0.17347826086956522}",Pending,Phase 3 SKOS alignment complete (LLM verification pending),http://www.w3.org/2004/02/skos/core#closeMatch,Disclosure_Q4_-6382315562112869290,Disclosure_Disclosure_Requirement_E4_3_Actions_and_resources_related_to_biodiversity_and_ecosystems,0.17347826086956522,0.17,0.5,0.5,54.166434481073466,,['Learned model confidence score: 54.2%'],{}
http://example.org/ontology/rso#Disclosure_Q4_-6382315562112869290,http://example.org/ontology/rso#Disclosure_Disclosure_Requirement_related_to_ESRS_2_IRO_1_Description_of_the_processes_to_identify_and_assess,"4. Please provide details of total Scope 3 emissions & its intensity, in the following format:",Disclosure Requirement related to ESRS 2 IRO-1 – Description of the processes to identify and assess material pollution-,Partial Equivalent,54.058462066733284,0.5405846206673328,"{'label_similarity': 0.11098130841121495, 'definition_similarity': 0.0, 'embedding_similarity': 0.7585967183113098, 'unit_compatibility': 0.5, 'datatype_compatibility': 0.5, 'hierarchy_similarity': 0.17, 'relationship_similarity': 0.5, 'topic_similarity': 0.17, 'context_similarity': 0.11098130841121495}",Pending,Phase 3 SKOS alignment complete (LLM verification pending),http://www.w3.org/2004/02/skos/core#closeMatch,Disclosure_Q4_-6382315562112869290,Disclosure_Disclosure_Requirement_related_to_ESRS_2_IRO_1_Description_of_the_processes_to_identify_and_assess,0.11098130841121495,0.17,0.5,0.5,54.058462066733284,,['Learned model confidence score: 54.1%'],{}
http://example.org/ontology/rso#Disclosure_Q1_-7605476517899833912,http://example.org/ontology/rso#Disclosure_Disclosure_Requirement_E1_5_Energy_consumption_and_mix,"1. Details of total energy consumption (in Joules or multiples) and energy intensity, in the",Disclosure Requirement E1-5 – Energy consumption and mix,Partial Equivalent,54.05838377114176,0.5405838377114176,"{'label_similarity': 0.239968814968815, 'definition_similarity': 0.0, 'embedding_similarity': 0.7281690835952759, 'unit_compatibility': 0.5, 'datatype_compatibility': 0.5, 'hierarchy_similarity': 0.17, 'relationship_similarity': 0.5, 'topic_similarity': 0.17, 'context_similarity': 0.239968814968815}",Pending,Phase 3 SKOS alignment complete (LLM verification pending),http://www.w3.org/2004/02/skos/core#closeMatch,Disclosure_Q1_-7605476517899833912,Disclosure_Disclosure_Requirement_E1_5_Energy_consumption_and_mix,0.239968814968815,0.17,0.5,0.5,54.05838377114176,,['Learned model confidence score: 54.1%'],{}
http://example.org/ontology/rso#Disclosure_Q4_-6382315562112869290,http://example.org/ontology/rso#Disclosure_Disclosure_Requirement_E4_5_Impact_metrics_related_to_biodiversity_and_ecosystems_change,"4. Please provide details of total Scope 3 emissions & its intensity, in the following format:",Disclosure Requirement E4-5 – Impact metrics related to biodiversity and ecosystems change,Partial Equivalent,53.907079266577185,0.5390707926657718,"{'label_similarity': 0.15489130434782608, 'definition_similarity': 0.0, 'embedding_similarity': 0.7445541024208069, 'unit_compatibility': 0.5, 'datatype_compatibility': 0.5, 'hierarchy_similarity': 0.17, 'relationship_similarity': 0.5, 'topic_similarity': 0.17, 'context_similarity': 0.15489130434782608}",Pending,Phase 3 SKOS alignment complete (LLM verification pending),http://www.w3.org/2004/02/skos/core#closeMatch,Disclosure_Q4_-6382315562112869290,Disclosure_Disclosure_Requirement_E4_5_Impact_metrics_related_to_biodiversity_and_ecosystems_change,0.15489130434782608,0.17,0.5,0.5,53.907079266577185,,['Learned model confidence score: 53.9%'],{}
http://example.org/ontology/rso#Disclosure_Q4_-6382315562112869290,http://example.org/ontology/rso#Disclosure_Disclosure_Requirement_E2_3_Targets_related_to_pollution,"4. Please provide details of total Scope 3 emissions & its intensity, in the following format:",Disclosure Requirement E2-3 – Targets related to pollution,Partial Equivalent,53.50735586474736,0.5350735586474736,"{'label_similarity': 0.13888888888888887, 'definition_similarity': 0.0, 'embedding_similarity': 0.7385984063148499, 'unit_compatibility': 0.5, 'datatype_compatibility': 0.5, 'hierarchy_similarity': 0.17, 'relationship_similarity': 0.5, 'topic_similarity': 0.17, 'context_similarity': 0.13888888888888887}",Pending,Phase 3 SKOS alignment complete (LLM verification pending),http://www.w3.org/2004/02/skos/core#closeMatch,Disclosure_Q4_-6382315562112869290,Disclosure_Disclosure_Requirement_E2_3_Targets_related_to_pollution,0.13888888888888887,0.17,0.5,0.5,53.50735586474736,,['Learned model confidence score: 53.5%'],{}
http://example.org/ontology/rso#Disclosure_Q4_-6382315562112869290,http://example.org/ontology/rso#Disclosure_Disclosure_Requirement_E4_4_Targets_related_to_biodiversity_and_ecosystems,"4. Please provide details of total Scope 3 emissions & its intensity, in the following format:",Disclosure Requirement E4-4 – Targets related to biodiversity and ecosystems,Partial Equivalent,53.48580644845963,0.5348580644845963,"{'label_similarity': 0.18705882352941175, 'definition_similarity': 0.0, 'embedding_similarity': 0.7267114520072937, 'unit_compatibility': 0.5, 'datatype_compatibility': 0.5, 'hierarchy_similarity': 0.17, 'relationship_similarity': 0.5, 'topic_similarity': 0.17, 'context_similarity': 0.18705882352941175}",Pending,Phase 3 SKOS alignment complete (LLM verification pending),http://www.w3.org/2004/02/skos/core#closeMatch,Disclosure_Q4_-6382315562112869290,Disclosure_Disclosure_Requirement_E4_4_Targets_related_to_biodiversity_and_ecosystems,0.18705882352941175,0.17,0.5,0.5,53.48580644845963,,['Learned model confidence score: 53.5%'],{}
http://example.org/ontology/rso#Disclosure_Q4_-6382315562112869290,http://example.org/ontology/rso#Disclosure_Disclosure_Requirement_E2_2_Actions_and_resources_related_to_pollution,"4. Please provide details of total Scope 3 emissions & its intensity, in the following format:",Disclosure Requirement E2-2 – Actions and resources related to pollution,Partial Equivalent,52.817370390279606,0.528173703902796,"{'label_similarity': 0.1430722891566265, 'definition_similarity': 0.0, 'embedding_similarity': 0.7208154797554016, 'unit_compatibility': 0.5, 'datatype_compatibility': 0.5, 'hierarchy_similarity': 0.17, 'relationship_similarity': 0.5, 'topic_similarity': 0.17, 'context_similarity': 0.1430722891566265}",Pending,Phase 3 SKOS alignment complete (LLM verification pending),http://www.w3.org/2004/02/skos/core#closeMatch,Disclosure_Q4_-6382315562112869290,Disclosure_Disclosure_Requirement_E2_2_Actions_and_resources_related_to_pollution,0.1430722891566265,0.17,0.5,0.5,52.817370390279606,,['Learned model confidence score: 52.8%'],{}
http://example.org/ontology/rso#Disclosure_Q4_-6382315562112869290,http://example.org/ontology/rso#Disclosure_Disclosure_Requirement_E1_3_Actions_and_resources_in_relation_to_climate_change_policies,"4. Please provide details of total Scope 3 emissions & its intensity, in the following format:",Disclosure Requirement E1-3 – Actions and resources in relation to climate change policies,Partial Equivalent,52.46112766384575,0.5246112766384575,"{'label_similarity': 0.1775103519668737, 'definition_similarity': 0.0, 'embedding_similarity': 0.7040202617645264, 'unit_compatibility': 0.5, 'datatype_compatibility': 0.5, 'hierarchy_similarity': 0.17, 'relationship_similarity': 0.5, 'topic_similarity': 0.17, 'context_similarity': 0.1775103519668737}",Pending,Phase 3 SKOS alignment complete (LLM verification pending),http://www.w3.org/2004/02/skos/core#closeMatch,Disclosure_Q4_-6382315562112869290,Disclosure_Disclosure_Requirement_E1_3_Actions_and_resources_in_relation_to_climate_change_policies,0.1775103519668737,0.17,0.5,0.5,52.46112766384575,,['Learned model confidence score: 52.5%'],{}
http://example.org/ontology/rso#Disclosure_Q4_-6382315562112869290,http://example.org/ontology/rso#Disclosure_Disclosure_Requirement_E1_4_Targets_related_to_climate_change_mitigation_and_adaptation,"4. Please provide details of total Scope 3 emissions & its intensity, in the following format:",Disclosure Requirement E1-4 – Targets related to climate change mitigation and adaptation,Partial Equivalent,52.41578647683052,0.5241578647683052,"{'label_similarity': 0.1679742388758782, 'definition_similarity': 0.0, 'embedding_similarity': 0.7051659226417542, 'unit_compatibility': 0.5, 'datatype_compatibility': 0.5, 'hierarchy_similarity': 0.17, 'relationship_similarity': 0.5, 'topic_similarity': 0.17, 'context_similarity': 0.1679742388758782}",Pending,Phase 3 SKOS alignment complete (LLM verification pending),http://www.w3.org/2004/02/skos/core#closeMatch,Disclosure_Q4_-6382315562112869290,Disclosure_Disclosure_Requirement_E1_4_Targets_related_to_climate_change_mitigation_and_adaptation,0.1679742388758782,0.17,0.5,0.5,52.41578647683052,,['Learned model confidence score: 52.4%'],{}
http://example.org/ontology/rso#Disclosure_Q3_-4999668360558070019,http://example.org/ontology/rso#Disclosure_Disclosure_Requirement_E3_3_Targets_related_to_water_and_marine_resources,"3. Provide details of the following disclosures related to water, in the following format:",Disclosure Requirement E3-3 – Targets related to water and marine resources,Partial Equivalent,52.38054301310081,0.5238054301310081,"{'label_similarity': 0.29754329004329005, 'definition_similarity': 0.0, 'embedding_similarity': 0.6737450957298279, 'unit_compatibility': 0.5, 'datatype_compatibility': 0.5, 'hierarchy_similarity': 0.17, 'relationship_similarity': 0.5, 'topic_similarity': 0.17, 'context_similarity': 0.29754329004329005}",Pending,Phase 3 SKOS alignment complete (LLM verification pending),http://www.w3.org/2004/02/skos/core#closeMatch,Disclosure_Q3_-4999668360558070019,Disclosure_Disclosure_Requirement_E3_3_Targets_related_to_water_and_marine_resources,0.29754329004329005,0.17,0.5,0.5,52.38054301310081,,['Learned model confidence score: 52.4%'],{}
